element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Mg,-0.1866924,0.017110862,-0.014875799,0.33935237,1.0787964,-0.3611553,-0.2656046,0.020960826,-0.38458824,-0.38593754,-0.06460014,-0.226814,-0.18892893,-0.3758329,0.03434859,-0.29438287,-0.35293138,-0.36907426,-0.15066768,0.023239424,-0.321935,-0.28955695,0.22928236,-0.35957986,-0.3320074,-0.39594424,6.80074,0.16056322,-0.2392563,-0.34760156,-0.34463567,-0.32546854,-0.34612474,1.4519781,-0.23440258,-0.40204456,-0.38722682,0.109694675,-0.31766203,-0.3912827,-0.15953748,-0.35910758,-0.3526177,0.56365013,-0.2772575,-0.26582646,-0.26611334,-0.4024179,0.13418312,2.403914,-0.3457181,-0.08296905,-0.39850172,-0.23048012,-0.40586397,-0.22788373,0.6823174,-0.14738593,-0.32863155,-0.24152589,-0.13655834,-0.34685397,-0.33718958,-0.3705102,-0.23490131,-0.077980146,-0.22715098,-0.35040548,-0.10821814,-0.40160766,-0.39159712,-0.33164984,-0.3110888,-0.0933036,-0.3364171,-0.2941112,0.4279886,-0.35172635,-0.39650005,-0.08434922,-0.3572398,-0.24528487,1.3295639,0.057805188,-0.27744123,-0.3550987,0.5017315,6.8519397,-0.08519339,1.3981146,-0.27235392,-0.22932087,-0.301362,0.0078122965,-0.35075095,-0.3910446,-0.2957755,2.2588067,-0.36646244,-0.30831712,-0.08775361,-0.24492773,-0.35679424,-0.40025207,-0.0651004,-0.4338691,-0.38357934,-0.38885584,-0.25898147,-0.37652305,-0.36597985,-0.26845482,0.38949844,0.0087586725,0.03780268,-0.27329737,0.4649686,-0.20668858,-0.31570065,-0.42280036,-0.3721027,-0.2979583,1.1515772,-0.1951144,-0.33512175,-0.0492485,-0.069016255,-0.2753302
Al,-0.16983654,0.56244606,0.03199641,0.059583183,0.9360427,-0.03987956,-0.33639082,-0.29039514,-0.2660164,-0.31588075,-0.080987945,-0.27046993,-0.3562815,-0.35849443,-0.23997778,0.03143707,-0.20739862,-0.20945993,-0.09208628,-0.008440515,-0.33180994,-0.39449865,0.26887113,-0.27884117,-0.2429059,-0.3969734,6.9475465,0.061381247,-0.22532752,-0.36331806,-0.3108231,-0.35678405,-0.24727935,1.0216507,-0.11959453,-0.38691968,-0.38268778,0.15806422,-0.2699139,-0.0028089006,0.9843555,-0.16417904,-0.20040499,0.6322368,0.08165695,-0.3037367,-0.20623836,-0.33007622,-0.02267944,2.1039155,-0.1787662,0.16399723,-0.3492857,-0.034785815,-0.29317072,-0.3583706,1.2992351,-0.31555757,-0.36183423,-0.2374441,0.19500531,-0.25062394,-0.28107294,-0.36096033,-0.22298367,-0.11274189,-0.2412273,-0.03779362,-0.2626587,-0.38130206,-0.3958491,-0.23662095,-0.24780133,-0.15630895,-0.18787959,-0.22486249,0.30756173,-0.27263662,-0.312994,-0.098302625,-0.23793307,-0.34455952,0.77094615,-0.30731985,-0.37672737,-0.39932728,0.07021153,5.686479,-0.0993148,1.750553,-0.05928204,-0.22005185,-0.33878562,0.028944127,-0.389605,-0.36604604,-0.14640541,1.7456383,-0.36756527,-0.30702075,-0.022181919,-0.1949249,-0.35958683,-0.3542145,-0.3581068,-0.37274292,-0.40754223,-0.42445144,-0.036328092,-0.35989532,-0.37268633,-0.18478402,0.39600742,0.07472343,-0.19840184,-0.3401407,0.32916522,-0.22047007,-0.30543256,-0.34584442,-0.34211406,-0.32423577,-0.12953828,0.33292153,-0.40992498,-0.17009988,-0.18280219,-0.32422432
Si,-0.31204998,-0.061662402,-0.39051327,-0.26358128,1.8628116,-0.35406467,-0.18788072,0.049995724,-0.39000544,-0.3447011,-0.30420342,-0.41249016,-0.09811225,-0.2884991,-0.29841372,-0.37085333,-0.29403955,-0.2140307,-0.3301585,-0.11709493,-0.29443395,-0.29894534,-0.07894912,-0.3288615,-0.3863961,-0.36653206,15.758364,-0.05459187,-0.25661033,-0.36450818,-0.30868107,-0.19895703,-0.30635846,4.326967,-0.2546159,-0.38941365,-0.2781614,-0.3144031,-0.33674103,-0.3555614,4.5425715,-0.39505497,-0.3465562,-0.042608105,-0.2422282,-0.19506907,-0.305129,-0.31572965,-0.086532824,0.7972938,-0.2851094,-0.19105022,-0.24951468,-0.38789272,-0.30213022,-0.2029637,0.13226803,-0.20166446,-0.3242216,-0.21312691,-0.3216555,-0.36273044,-0.34228992,-0.2173138,0.3557024,-0.39898205,-0.37688366,0.6812113,-0.38159707,-0.32040587,-0.36720893,-0.35359034,-0.264093,-0.24777015,-0.2907252,-0.3337785,-0.049567405,-0.41229218,-0.39087546,0.510517,-0.34334219,-0.15212335,0.014032824,-0.36221457,-0.24687475,-0.39614132,-0.035807144,9.886276,-0.32805297,0.0977455,0.13342758,-0.39798427,-0.26264203,-0.22931446,-0.40338418,-0.3656414,-0.27808726,0.13034992,-0.3490182,-0.40709955,-0.12346049,-0.3080719,-0.24568227,-0.38893217,-0.20390593,-0.40482375,-0.20994656,-0.37863204,-0.1809734,-0.3279535,-0.36209878,-0.3394247,-0.16838787,-0.30314335,-0.22798985,-0.15802166,-0.10888147,-0.27181414,-0.3652837,-0.41439548,-0.35169017,-0.10756185,-0.2421791,-0.12237974,-0.38448012,-0.31416988,-0.36612308,0.07383786
P,-0.31077334,-0.06457726,-0.39030504,-0.36781818,0.7724599,-0.3696668,-0.29161054,-0.17757715,-0.32308474,-0.3551429,0.53826916,-0.37297475,0.5682511,-0.39004195,-0.31156325,-0.3602,-0.29042137,-0.25709873,-0.35875985,0.069703475,-0.33950177,-0.3387683,-0.1733224,-0.37545562,-0.41919923,-0.35200918,11.646107,-0.10932284,-0.29016998,-0.39541075,-0.19148129,-0.28688464,-0.3582247,3.0912519,-0.30623809,-0.39966902,-0.3821876,-0.33210003,-0.38265222,-0.37639755,3.633231,-0.39744818,-0.37694424,-0.12861337,-0.31908217,-0.27295175,-0.24585445,-0.3578622,-0.21717648,0.9565035,-0.29716253,-0.29176888,-0.35550907,-0.28859934,-0.24216758,-0.27348986,-0.09265501,-0.20472147,-0.372025,-0.21249276,-0.3653927,-0.3717343,-0.2988776,-0.28452936,0.6975915,-0.3476716,-0.29328078,0.52386975,-0.3850302,-0.35482818,-0.41304937,-0.38474277,-0.30643964,-0.3477648,-0.39002073,-0.339448,-0.14141773,-0.4105447,-0.3470743,0.022708561,-0.37389714,-0.27859014,-0.09565245,-0.24648674,-0.36785808,-0.40250996,-0.14542086,6.1315207,-0.39389008,-0.004254748,2.6734514,-0.3943444,-0.21852025,-0.26527396,-0.42381993,-0.42090955,-0.09835354,-0.28685308,-0.3421813,-0.31601676,-0.323264,-0.40075147,-0.26897028,-0.37767583,-0.21106572,-0.17413712,-0.28615946,-0.40730634,-0.30731538,-0.36454082,-0.379184,-0.33593503,-0.17434235,-0.23244207,-0.29866534,-0.17857695,-0.18639408,-0.1648946,-0.28812706,-0.41048864,-0.38824674,-0.18371813,-0.34781024,-0.12623537,-0.41288105,-0.32485613,-0.3514212,0.02935335
S,-0.10926535,-0.2649702,-0.22196802,-0.06289408,0.05682514,-0.21885106,-0.40288597,-0.16338074,0.23169732,-0.14188045,0.41638538,-0.27784503,0.082196064,-0.2237341,-0.3661553,-0.20847055,-0.09012206,-0.36940983,-0.25199893,-0.30763558,-0.4276438,-0.20942992,-0.34094527,-0.14431624,-0.24357878,-0.13278185,1.1633855,0.6794143,-0.2576545,-0.21192904,-0.19747578,-0.21220179,-0.24495785,0.042453468,-0.055747803,-0.2581098,-0.19478345,-0.067195356,0.057617996,-0.2191037,0.51871014,-0.35781524,-0.4084105,-0.30175093,0.17053455,-0.19628008,-0.19585988,-0.32014215,0.59715855,-0.22259782,-0.12279249,-0.33784884,-0.040129628,-0.18661693,0.04308579,-0.41618252,-0.3493665,1.3435987,-0.28393316,-0.36742416,-0.2942936,-0.27776206,-0.15044785,1.0514885,0.45362154,-0.22624588,-0.15699863,0.19824888,-0.2276917,-0.3965043,-0.28194204,0.0102642765,0.24493693,-0.19086674,-0.22365786,-0.29585102,-0.38463846,-0.11879329,-0.1753278,-0.2901479,-0.2544532,-0.07268129,-0.38284406,-0.23499584,-0.17777862,-0.36995742,-0.37125865,-0.29233384,-0.39013186,-0.12810105,3.7973652,-0.040877745,-0.04413777,-0.3260955,-0.14982799,-0.29741377,-0.20003383,-0.2690346,-0.37469485,-0.17618798,-0.109202825,-0.32941338,0.08794649,-0.21211681,-0.19517797,-0.21234353,-0.3482906,-0.3880572,0.28712395,-0.343428,0.076900505,-0.21079516,0.112088874,-0.2469534,-0.3237158,-0.32423294,-0.31986055,-0.28729427,-0.31178382,-0.33171952,-0.20084551,-0.16873375,0.4396284,-0.39245054,-0.38500842,-0.119073346,-0.09064644,-0.30457026
Cl,0.08486519,-0.1506982,-0.25632474,-0.011358154,-0.10755537,-0.24192353,-0.3705339,-0.17972937,0.11832154,-0.061621394,-0.12608987,-0.21910603,0.0064246245,-0.3282751,-0.31920412,-0.3887786,-0.042277526,-0.38300657,-0.3175196,-0.38248053,-0.44050005,-0.26872155,-0.37001842,-0.309432,-0.37173453,-0.30336517,0.88523823,1.3795781,-0.284469,-0.35762772,-0.26511842,-0.3890781,-0.25646162,-0.20006426,-0.28740108,-0.4146647,-0.27682564,-0.29286844,-0.14681745,-0.3642069,0.21105886,-0.42531952,-0.40674797,0.4290901,0.08286418,-0.041210704,-0.12766379,-0.24583524,0.5239555,-0.14269282,-0.28998426,-0.38948545,0.05946895,-0.2992111,0.23972951,-0.43006954,-0.40331075,2.121702,-0.32099667,-0.4059163,-0.42501536,-0.3177648,-0.28655303,3.6053123,0.25729504,-0.3939732,-0.09930382,0.33561245,-0.32818982,-0.4283612,-0.3809908,-0.24134843,0.050858017,-0.43354577,-0.42735344,-0.40076423,-0.39518645,-0.27091074,-0.3214873,-0.26969162,-0.20672809,-0.27615502,-0.4251189,-0.39224166,-0.2502174,-0.43703616,-0.3336924,-0.27840772,-0.41080505,0.11792755,3.8013246,-0.12614924,-0.29328093,-0.28122422,-0.20827755,-0.32389763,-0.27898312,-0.42484182,-0.35124588,-0.16023795,-0.19609107,-0.3319411,0.68547916,-0.39364702,0.02429525,-0.30153376,-0.14687423,-0.44216183,-0.06257521,-0.34629485,0.1871105,-0.22173482,-0.358539,-0.28732958,-0.34724197,-0.27442127,-0.40312433,-0.31626454,-0.40866897,-0.44415495,-0.2826649,-0.08431133,-0.20732854,-0.40677673,-0.40941843,-0.2033949,-0.28846636,-0.37049803
K,0.14627178,-0.38637775,-0.33527228,0.30672267,0.34702983,-0.24653982,-0.3856531,-0.33943292,-0.10412163,-0.25711218,-0.39391032,0.23825148,-0.17898247,0.062203944,0.91155326,0.14221925,-0.29855055,-0.2913835,-0.32828626,0.22306553,-0.2406944,-0.20124984,-0.20058148,-0.2427598,-0.39136985,-0.33017808,0.7122669,1.9965224,0.08356791,-0.28320786,-0.40127814,-0.4139419,-0.11482162,-0.14915392,-0.31156397,-0.2410307,0.1574266,0.107822254,-0.41895267,-0.38766396,-0.35776773,-0.30675662,-0.25192913,1.1335218,-0.38059938,-0.35620344,-0.2642221,-0.20042126,1.4514153,3.8446858,0.15245003,-0.36919126,-0.37840366,0.01389948,-0.31998736,-0.26651812,0.69797957,1.2829499,-0.29163936,0.2565031,-0.22738461,-0.39378613,-0.32846984,-0.37441784,-0.31783015,-0.30691588,-0.3565207,-0.29733905,-0.28260842,-0.31904614,-0.44192705,-0.31248388,-0.41340825,-0.2626893,-0.40396684,-0.3536513,1.0877091,-0.2067921,-0.30411863,-0.16322038,-0.34833178,-0.36399952,3.3638968,-0.3123245,-0.041421108,-0.37509418,-0.08558407,0.8914141,0.0022474548,-0.02801783,-0.13039324,-0.268245,-0.094257966,0.67192256,-0.0743154,-0.36929584,-0.12816086,1.6093636,-0.43289658,-0.018206842,-0.026524676,-0.10880154,-0.31010804,-0.36257666,-0.15918408,0.17834969,-0.13843375,-0.17401089,0.20122516,-0.026272137,-0.3929571,-0.030792473,1.5819199,-0.30882698,-0.37867934,0.08889362,-0.30875942,1.7064682,-0.38540143,-0.43847618,-0.22159262,-0.25404015,0.29099387,-0.14180684,-0.31284884,-0.13714787,-0.1674886,-0.37067774
Ca,-0.2137727,-0.29750893,-0.27389246,0.30980432,1.1014143,-0.29247734,-0.3437494,-0.079373054,-0.29642668,-0.2958147,-0.22193886,-0.20496006,2.093052,-0.31745458,0.22187705,-0.3294933,-0.3946098,-0.17546302,-0.33607593,0.32522386,-0.3253277,-0.22422174,-0.18897268,-0.35819978,-0.35209423,-0.30709854,6.6661305,0.46716374,-0.09053602,-0.19234094,-0.2718426,-0.3548968,-0.27405858,3.0082288,-0.15701704,-0.402568,-0.19231877,0.3223491,-0.38410282,-0.44392684,-0.29314587,-0.36708707,-0.29967606,0.48371306,-0.418295,-0.36098626,-0.3348363,-0.3355866,0.42687944,3.1752317,-0.11489621,-0.30123252,-0.4217588,-0.22425821,-0.30434337,-0.2257302,1.0514128,0.39694872,-0.34816766,-0.09577796,-0.1779933,-0.3595475,-0.26472098,-0.3502393,-0.3670093,-0.07890256,-0.3189507,0.105972916,-0.35571525,-0.3084573,-0.42415082,-0.3024523,-0.28419298,-0.14273001,-0.35147408,-0.32930535,0.59099334,-0.27890033,-0.32467538,0.13141422,-0.35374463,-0.32650757,1.9112276,-0.3541263,-0.15099895,-0.29344007,0.23427641,6.3895793,-0.32194996,0.4876937,-0.18669121,-0.37474394,-0.27281693,0.07969822,-0.1701754,-0.38169762,-0.30346847,1.5959113,-0.3683234,-0.068191,-0.24407834,-0.20911562,-0.30008757,-0.3016914,1.30545,-0.19120826,-0.27621502,-0.32751969,-0.19588673,-0.38547403,-0.38474214,-0.15429449,0.55633694,-0.10345785,-0.23163234,-0.26803955,-0.1295772,0.59561425,-0.22975002,-0.36866885,-0.3051116,-0.21867417,1.768779,-0.17252643,-0.17762898,-0.1039403,-0.25694063,0.12216928
Sc,-0.33796415,-0.17311907,0.35838708,0.8274881,0.3898743,-0.27504534,0.060737044,-0.24209748,-0.29798728,-0.32072788,0.6711212,-0.011161622,1.0368557,-0.24719088,-0.16937257,-0.35295582,-0.3704826,-0.057039585,-0.12813081,0.08900914,-0.0886078,-0.06715746,0.8555557,-0.16073568,0.013577689,-0.23104481,0.8584947,0.47471628,0.5602572,-0.17971802,-0.36281204,-0.39911082,-0.18408993,0.25654012,-0.10829671,-0.24140823,-0.39060006,1.3183359,0.3912484,-0.32353616,-0.17703716,-0.32609668,-0.33586866,2.636708,-0.41967586,-0.19721754,-0.32742348,-0.39680722,0.63961226,7.4978843,0.30380315,-0.38824862,-0.33445105,-0.0976678,-0.12755334,0.71529293,1.5030344,1.6641111,-0.29979903,-0.3014979,0.89138275,-0.22724232,-0.056495856,-0.40300822,-0.21613584,-0.29189152,-0.2293112,-0.032886002,-0.42531034,-0.33558777,-0.4050218,-0.3305181,-0.2980771,-0.22279741,-0.33587486,-0.08827389,1.5638733,-0.42942825,-0.31877145,0.13241173,-0.33499023,-0.3114222,3.8009937,-0.39800453,-0.08900049,-0.38758776,0.080022424,4.804074,-0.33274662,5.113367,-0.14432049,-0.22949253,-0.12988575,0.09966858,0.09913272,-0.40099585,-0.16041245,3.761518,-0.29898548,-0.25851902,0.15576243,-0.35424924,-0.31125858,-0.32898763,0.9321192,-0.23079696,-0.31201285,-0.40399024,-0.12863587,-0.32530054,-0.36391142,-0.34574744,0.42737052,-0.20987503,-0.16155516,-0.15584268,0.814213,0.48510733,0.036062073,-0.30870986,-0.028846972,-0.3299609,0.14874695,-0.1860727,-0.32750824,-0.31620193,-0.24899647,-0.264415
Ti,-0.1987725,-0.16872814,-0.21421221,0.12028306,0.2352516,-0.18230349,0.24916366,-0.031689283,-0.41749462,-0.3017906,0.39632073,-0.3568576,1.7191187,-0.39597622,-0.32914278,-0.27482587,-0.28053898,-0.25673005,-0.16700816,-0.0721733,-0.31576967,-0.18840866,0.058384284,-0.26610476,-0.29913783,-0.34886947,6.431137,-0.018576354,-0.36509293,-0.13265125,-0.30927727,-0.2915907,-0.3285606,1.9550022,-0.27848873,-0.39475223,-0.34856567,0.17520611,-0.30286297,-0.29891086,0.36705968,-0.3782073,-0.41238898,0.8939255,-0.0824772,-0.2749831,-0.3377891,-0.32189286,-0.08468001,4.1455736,-0.15096597,-0.2663344,-0.3271016,-0.3148315,-0.404498,-0.36456,1.9140781,0.295116,-0.2795649,-0.26635835,0.5255334,-0.28303972,-0.3209798,-0.33897564,-0.23557617,-0.26290756,-0.25381723,0.41638672,-0.2828516,-0.38289708,-0.38744783,-0.38593376,-0.18806048,-0.2721798,-0.23418896,-0.26561353,0.65117544,-0.35790038,-0.40953305,0.09631992,-0.16904528,-0.3428339,1.5320821,-0.36664644,-0.27499586,-0.30270237,0.26424396,7.350833,-0.045606244,2.3512995,-0.249856,-0.2749949,-0.24145685,0.26260695,-0.3242919,-0.36389208,-0.19322877,1.7782236,-0.32196122,-0.14067914,-0.2739674,-0.1272561,-0.022416305,-0.20118368,1.7421747,-0.40862253,-0.26539752,-0.3339881,-0.17313316,-0.35642916,-0.32383746,-0.17747554,0.6740246,0.044023875,0.22558032,-0.26309976,1.0846132,-0.20000243,-0.27978373,-0.32308024,-0.27428246,-0.2927451,0.897493,-0.09667291,-0.21034162,-0.37502888,0.06288261,-0.118086345
V,0.3510328,0.12299705,-0.3539197,0.14611733,-0.13447434,-0.01306197,2.8950918,-0.35597324,-0.30606532,-0.31969693,-0.0755995,-0.1680563,1.8525422,-0.1711948,-0.29835334,-0.34664032,-0.2943315,-0.26048103,-0.10698582,-0.31514978,-0.32591796,-0.25763977,-0.31393272,-0.27366504,-0.34859225,-0.3888599,-0.32513705,0.6978699,-0.2942589,-0.19693309,-0.29145792,-0.34301132,-0.20505106,0.2897678,-0.34998348,-0.3759658,-0.36023182,0.20365733,-0.3493495,-0.3436987,-0.19820689,-0.2998583,-0.3811722,1.2958374,-0.3363391,-0.18639481,-0.22803576,-0.003319442,0.09545243,3.189872,-0.290386,-0.38791668,-0.10131843,-0.25568044,-0.35032058,-0.38455352,2.0467365,2.5881948,-0.1824441,-0.36857772,-0.15560819,-0.38073543,-0.12185943,4.075472,0.480411,-0.36114138,-0.30829257,1.9295783,-0.37648445,-0.38989106,-0.36658382,-0.30498886,-0.15396763,-0.3508527,0.032586798,-0.32220104,0.19836076,0.14122452,-0.3939226,0.5236345,-0.12861693,-0.34058657,1.08586,-0.278178,-0.26603624,-0.2940969,0.2240177,0.7057492,-0.2555736,2.1648507,2.431478,-0.35535938,0.002316732,-0.05640294,-0.13694741,-0.28083897,0.3815273,0.09565806,-0.19230951,-0.34343758,-0.106198356,-0.14950953,1.2679738,-0.30324244,0.41714287,-0.40557247,-0.33201307,-0.29596788,-0.29184857,-0.30140996,-0.20332268,-0.2907294,1.8472935,2.2944574,2.5976584,-0.11025405,0.22232647,0.08917072,-0.3315443,-0.32748458,-0.2553549,-0.38299364,0.00048611555,-0.27129626,-0.25804332,-0.39261883,-0.073070765,0.24164155
Cr,0.08390101,0.36469272,-0.29189205,-0.034324702,-0.27012035,-0.22920963,0.2096513,-0.1729456,-0.3370942,-0.1592703,0.6814964,-0.35204023,0.38848966,-0.28835076,-0.23556407,-0.307783,-0.07322785,-0.28879413,0.22320415,-0.33890045,-0.20071644,-0.25176686,0.091635525,-0.3533535,-0.31022194,-0.39863834,0.1466192,-0.0021849943,-0.31747246,-0.31803977,-0.22875485,-0.35526985,-0.14183961,0.19699408,-0.18700182,-0.33462608,-0.36970282,0.89547545,-0.2705499,-0.4102358,0.014707988,-0.35145244,-0.16396515,2.0917141,-0.30621037,-0.2960169,-0.30047202,0.059261303,-0.03501772,0.39044395,-0.42564857,-0.3559484,-0.057426274,-0.26272556,-0.036067314,-0.19944002,0.9271198,0.17068766,-0.008690995,-0.3365001,0.09110342,-0.414704,0.14817105,4.1259656,0.21281423,-0.25723797,-0.0970074,2.2512743,-0.3407843,-0.40391615,-0.25943077,-0.29514965,-0.32130173,-0.29580808,0.4009916,-0.20323895,0.5814484,-0.35274485,-0.3491631,1.2156546,-0.34352964,-0.38120258,0.19531147,0.07601923,-0.3295286,-0.28914535,1.787028,0.213424,0.006354922,2.3462307,1.2658812,-0.37612712,-0.19343668,-0.05549975,-0.17020355,-0.37575212,0.16465886,0.330522,-0.1335889,-0.32386023,-0.36459336,-0.23055355,0.0047774334,-0.14433925,1.33338,-0.40154392,-0.19630378,0.21213765,-0.2592332,0.3381173,-0.22370182,-0.05292323,1.1582545,3.6523433,4.454346,-0.21705136,1.0972469,0.76290065,-0.36058807,-0.3153305,-0.25573453,-0.049279697,-0.1934686,-0.31481922,0.12730674,-0.1458092,-0.083824925,0.117014274
Mn,-0.074637085,-0.19446698,-0.31315607,-0.07845554,-0.0185835,-0.16702498,0.51405245,-0.2498154,-0.36917192,-0.32087868,0.12355645,-0.39387396,0.34082457,-0.3014076,0.18773113,-0.36631513,-0.18702058,-0.24495326,-0.3573648,-0.3721617,-0.33134437,-0.19208767,-0.11241725,-0.27944726,-0.37525138,-0.3850883,-0.20933278,0.7475104,0.27884653,-0.3759721,-0.23398961,-0.37039948,-0.30241922,-0.28869605,-0.31602076,-0.2597041,-0.38576946,0.08625654,-0.13655512,-0.23935314,-0.22365765,-0.30240643,-0.24620189,0.90951574,-0.34822476,-0.23523647,-0.21802828,-0.24098368,0.38725007,3.457712,-0.3650047,-0.37928975,-0.3506088,-0.32980728,-0.33111206,-0.29110292,1.4734024,0.10126683,-0.27991825,-0.30857277,-0.22061978,-0.33234534,-0.044303466,2.0841002,0.044291265,-0.2620336,0.01980978,2.4589121,-0.27848944,-0.35328165,-0.27757394,-0.381456,0.11092245,-0.30474412,-0.26480108,-0.35441476,0.021335913,-0.36434618,-0.39668292,0.06667816,-0.40092582,-0.344454,0.8003644,-0.3101405,-0.3213034,-0.3525715,0.1240115,0.16129906,-0.23292273,3.7431827,1.8874037,-0.3873853,0.25259122,0.17345214,-0.22467744,-0.3024328,0.017777994,0.4664149,-0.04149795,-0.4163454,-0.35819778,-0.13527879,0.2896895,-0.309076,0.03054263,-0.39823824,-0.3717711,-0.22777821,0.046701342,-0.26258096,-0.14977469,-0.02483492,1.0952667,0.8269913,2.1034522,0.055619735,-0.050650805,1.2945668,-0.34459004,-0.1743161,-0.18359575,-0.28799936,-0.2698474,-0.31971136,-0.33571947,-0.39175797,-0.28013444,-0.11993138
Fe,-0.33770096,-0.13022022,-0.32797456,0.53085023,-0.254943,-0.27213097,0.26628914,-0.22549908,-0.36304393,-0.3943408,0.35565037,-0.3979854,0.55175006,-0.36979622,0.55963,-0.3168945,-0.35919043,-0.24109744,-0.2934371,-0.22473933,-0.36290318,0.3361003,-0.38079193,-0.25291303,-0.3598967,-0.3896951,-0.23813666,1.5044342,-0.087359354,-0.1556718,-0.10562041,-0.304241,-0.37314257,0.14727814,-0.3881366,-0.2591802,-0.36624578,-0.14307703,-0.3151964,-0.1481538,-0.2912098,-0.36733496,-0.31960312,2.1900315,-0.29597607,-0.3190856,-0.15194944,-0.2681509,1.6721866,0.3727952,-0.37078947,-0.36438993,-0.39511728,-0.34861353,-0.3920501,-0.3457431,1.9504511,0.2903626,-0.37562427,-0.25017926,-0.3494858,-0.30774137,-0.029778516,5.4312615,0.38057825,-0.28318706,-0.37182096,2.456521,-0.07182462,-0.37953818,-0.41907603,-0.34640613,-0.13946083,-0.24606602,-0.12330201,-0.26756793,0.9360041,-0.33029652,-0.32749975,0.7743,-0.28093106,-0.27445024,3.3625236,-0.3303925,-0.21799465,-0.3669922,0.08406809,-0.19635488,-0.24236234,5.558915,6.6730814,-0.4041776,0.12699977,0.1105178,-0.33855948,-0.3624097,-0.10215074,0.6733598,-0.26208106,-0.38885602,-0.23917072,-0.3089851,0.24219333,-0.21145618,0.8959745,-0.3781519,-0.26122785,-0.3468089,0.05925594,-0.2828479,0.026748218,0.015520229,0.3003319,2.1006734,0.969059,-0.38407743,-0.29196543,0.20475738,-0.30008927,-0.31983718,-0.34744346,-0.30220136,-0.27770206,-0.393779,-0.38125643,-0.35053262,-0.24090017,-0.24524291
Co,-0.24001713,-0.21671945,-0.30095914,0.79958284,-0.081545845,-0.22032778,0.15971275,-0.002156434,-0.26960993,-0.39314935,0.33373415,-0.387352,0.13241236,-0.30704823,0.50773084,-0.33411,-0.35431284,-0.18703598,-0.30166465,-0.2723422,-0.30020386,0.038636077,-0.38548315,-0.24182563,-0.3398155,-0.32025185,-0.35539356,2.1434479,-0.0021755495,-0.24344848,-0.15859209,-0.32614097,-0.3430612,-0.36820075,-0.38391638,-0.24068989,-0.34212825,-0.260664,-0.29143825,-0.036141034,-0.33929327,-0.31254718,-0.38420102,3.7039278,-0.35330272,-0.2691827,-0.18150723,-0.06391899,1.5477804,0.81856036,-0.37737453,-0.33967242,-0.34611332,-0.3160238,-0.33978295,-0.38194907,1.947576,0.7174986,-0.36244363,-0.13781531,-0.36326557,-0.32376605,-0.28352156,6.401432,0.33912602,-0.21427877,-0.38537896,3.3107715,-0.2141406,-0.38175914,-0.426367,-0.35853276,-0.2724101,-0.23194858,-0.27455145,-0.24997894,0.7530896,-0.4003621,-0.3669753,0.15491626,-0.34400806,-0.30800495,3.0706098,-0.3548005,-0.2055556,-0.4031449,0.32143927,-0.2580152,-0.26843968,6.0817966,6.005169,-0.36694273,0.31725356,-0.117481194,-0.35000467,-0.38714895,-0.27034047,0.045929436,-0.23707284,-0.3959429,-0.23581538,-0.3222702,0.22074427,-0.3191609,1.5228736,-0.38739464,-0.3323293,-0.34189987,0.0485486,-0.28830573,-0.20229194,-0.0012321194,0.25646046,2.2235806,0.52128476,-0.3638872,-0.30662763,-0.14946365,-0.33439186,-0.38136145,-0.3044114,-0.2730283,-0.17584941,-0.4016882,-0.32434613,-0.34701112,-0.23995975,-0.15617202
