element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Ni,-0.24236603,-0.28660408,-0.1359492,0.3542895,-0.06995637,-0.3621165,-0.32302296,-0.3685506,-0.22335085,-0.11824173,0.23988122,-0.32837474,0.07552967,-0.27388304,0.20858988,-0.32135049,-0.10408581,-0.23439862,-0.411695,-0.3726091,-0.29757223,-0.06776203,-0.41745174,-0.3798981,-0.12622881,-0.39846087,0.5956974,1.1180795,-0.25827175,-0.11569763,-0.22576109,-0.33155227,-0.19918206,-0.2438181,-0.34596846,-0.0067562684,-0.3006661,-0.3278165,-0.14643264,-0.20438214,-0.24965012,-0.3418066,-0.14573053,1.5836247,-0.35656148,-0.317278,0.115555786,-0.16336995,0.55799687,0.13102235,-0.35115668,-0.39460596,-0.20167711,-0.32449606,-0.2936115,-0.28137204,0.7918254,0.12263664,-0.2660838,-0.25323758,-0.32150474,-0.19906494,-0.19879937,3.9759974,0.5125963,-0.3661148,-0.3515176,4.0607095,0.11984343,-0.3314271,-0.23225673,-0.29228073,-0.11231174,-0.28329897,-0.15716402,-0.37077284,-0.07658979,-0.2562076,-0.31507194,1.1856108,-0.35456076,-0.40329248,1.1967146,-0.08767455,-0.20951273,-0.28507316,1.6501884,-0.3245303,-0.18657032,2.9518857,3.9984312,-0.3718688,0.6842347,-0.06434468,-0.2818463,-0.3594006,-0.30635375,-0.0553103,-0.32894263,-0.3500588,-0.3395566,-0.1651653,0.21469763,-0.23891033,2.7505455,-0.38790077,-0.038723562,-0.37221432,-0.25847676,-0.33716357,-0.030659376,-0.052513715,-0.22918266,2.513401,0.7700228,-0.33356306,-0.31463435,-0.055719197,-0.29866675,-0.41910598,-0.19502112,-0.018039655,-0.31421185,-0.23824492,-0.21544309,-0.2499711,-0.13384175,0.08782916
Cu,0.1022311,-0.2840433,-0.40210834,0.9497292,-0.20120172,-0.382828,-0.10556166,-0.020522116,-0.23985218,-0.29200777,0.14044634,-0.26947397,-0.17865156,-0.12637293,0.94755566,-0.31686774,-0.056881666,-0.34228158,-0.33937624,-0.4035565,-0.31278092,-0.27417162,0.13676496,-0.39238158,-0.2834393,-0.25803596,-0.39404488,1.0867239,0.09462094,-0.24252458,-0.2917841,-0.40299097,-0.042354003,0.12941527,-0.41890338,-0.037739977,-0.16811024,-0.067021444,0.016639866,-0.20526743,-0.1889831,-0.35190392,-0.21680361,2.5176158,-0.40837136,-0.33830053,-0.19171467,-0.33072117,0.6826493,1.2394054,-0.3085577,-0.4212443,-0.40235656,-0.23352443,-0.2260034,0.02793654,1.6756995,-0.11508209,-0.36226386,-0.113081604,-0.2445888,-0.38524488,-0.21621944,1.768611,0.2541364,-0.2039432,-0.29992315,0.6188168,-0.33150548,-0.43055406,-0.32961226,-0.38865277,-0.10680272,-0.36223978,0.2921913,-0.4121779,-0.10514319,0.0026074469,-0.3636899,-0.048116915,-0.22067368,-0.40425494,1.074919,-0.31263447,-0.28725272,-0.3396778,0.19898412,-0.27380717,-0.26038367,4.4384556,0.6559661,-0.35217905,0.100051016,0.119098656,-0.24668549,-0.2834012,0.00084364205,1.1167597,-0.20534776,-0.4310698,-0.38281,-0.11868561,0.19470496,-0.34343532,-0.111659296,-0.42747787,-0.15812773,-0.050070643,0.16935055,-0.16920006,0.10774834,0.093663536,0.43746063,0.7698226,0.90487355,-0.38011092,-0.16226004,0.1604015,0.0024806478,-0.07527765,0.13544868,-0.20452498,-0.33332816,-0.3917743,-0.40849218,-0.22252469,-0.3806839,-0.29201838
Zn,-0.003256004,-0.08423713,-0.16360323,0.16265944,0.2041721,-0.19482866,-0.17896594,-0.24830255,-0.12596259,-0.18238379,-0.032384694,0.0821189,-0.3839839,-0.0936135,0.07854911,0.021026112,-0.026078582,-0.33274108,-0.22554909,-0.2873642,-0.12793185,-0.3007976,0.15794434,-0.40028915,-0.15697715,-0.35175076,0.4160174,0.40379298,0.10355556,-0.30666542,-0.37408924,-0.24745665,-0.0051302426,0.073166326,-0.40025786,-0.29339635,-0.16054004,0.53288984,0.25190464,-0.17103033,0.17294778,-0.24953943,-0.11434724,1.7509558,0.012581556,-0.29989168,-0.14357775,-0.20949319,0.16176917,1.1150041,-0.009708726,-0.35079828,-0.31242287,0.31915662,-0.3176811,-0.10599478,1.5205301,0.07927044,-0.3564077,0.013286791,0.020189514,-0.18755446,-0.13765344,0.03762533,-0.10534119,-0.081585936,-0.23559335,-0.3168448,-0.22686394,-0.32548055,-0.25857136,-0.1916216,-0.22710349,-0.38423705,-0.12129691,-0.25265568,-0.28370097,-0.17929752,-0.25816053,-0.07014991,-0.20966575,-0.38466918,1.0217052,-0.22458148,-0.090988174,-0.3665897,0.23194164,0.5850908,0.10018326,2.424683,0.81387186,-0.3243518,-0.19582747,0.12002247,-0.26728004,-0.20335667,-0.04743572,1.3190951,0.03128945,-0.24755493,0.07469477,-0.110757574,0.2060672,-0.27704063,-0.16251622,-0.36621168,-0.26809007,-0.1602573,0.22370884,-0.1999348,-0.15274139,-0.10437608,0.023082891,0.16765493,-0.043423496,-0.32016042,0.5673353,-0.10741937,-0.039785795,-0.24768756,-0.04945798,-0.35442856,-0.34497756,-0.23590575,-0.39724347,0.09580513,-0.27335247,-0.15426968
Ga,0.25689965,0.17645992,0.0028770652,-0.19067577,0.78113407,0.07981446,-0.096407235,-0.3124857,-0.1710429,-0.07041153,-0.23147562,-0.12717026,-0.3418894,-0.26655355,-0.29967144,-0.06343098,0.054216284,-0.28411496,-0.09061499,-0.22457461,-0.19781521,-0.33075395,0.091766484,-0.29498875,-0.13136277,-0.37599352,2.0047011,-0.16952689,-0.26729047,-0.18043296,-0.4271706,-0.20294924,-0.13096626,-0.00022007247,-0.26521614,-0.30989873,-0.24818818,0.86489755,-0.10425517,-0.14779824,0.7974444,-0.16889215,0.02214546,0.112451814,0.14738831,-0.32327378,-0.10169218,-0.124151304,-0.12769537,0.09017169,0.1855083,-0.062224705,-0.21271709,0.2621412,-0.26231128,-0.37103426,0.7142909,0.29335612,-0.33066663,0.013401417,0.13695508,-0.09322335,-0.014538927,-0.063893266,0.017654119,-0.1571239,0.008742556,-0.26726112,-0.3533889,-0.25066933,-0.28366858,0.21587262,-0.02088447,-0.20456007,-0.15026371,-0.16080274,-0.24969102,-0.09919733,-0.150984,-0.062508844,-0.22939889,-0.23974688,0.606601,-0.27714157,-0.23247981,-0.30857155,0.2241432,2.548626,-0.2994826,1.1414866,1.3340752,-0.23826581,-0.35552722,-0.14401928,-0.24761687,-0.2816924,0.12787251,0.40325558,-0.22915848,-0.17992122,0.13998662,0.057761405,-0.098077066,-0.29346392,-0.22863953,-0.27367958,-0.31828967,-0.26355717,0.020660132,-0.17402206,-0.2920684,-0.21206513,-0.093415,0.10660519,-0.30009928,-0.35050774,0.7856473,0.41306633,0.13622563,-0.28030172,-0.19403115,-0.42411143,-0.3287295,0.00792553,-0.38238788,-0.017864684,-0.17426789,0.051066488
Ge,0.3521429,-0.25315502,-0.2571737,-0.23809418,0.32907972,-0.16038035,0.42474458,-0.20663719,-0.15227689,-0.22718348,-0.20857686,-0.066811405,-0.25236627,-0.2849318,-0.26484993,-0.27006298,-0.27639866,-0.30153722,-0.22858503,-0.1892495,-0.31226858,-0.28178042,-0.07301596,-0.32808143,-0.119206704,-0.35659227,0.9199993,0.064531215,-0.14552294,-0.118942544,-0.3848481,-0.100277625,-0.23907231,-0.23587969,-0.31818813,-0.25615144,-0.20303482,1.103528,-0.06138052,-0.18528211,1.3053026,-0.270724,-0.20293732,0.101940736,0.016687127,-0.3358732,0.0017069285,-0.1734528,0.20739181,0.10040231,0.63550645,-0.1564459,-0.28390998,0.27677572,-0.30489457,-0.40750256,-0.13263856,1.4091024,-0.3920446,-0.14038031,0.21702528,-0.123558715,-0.030797552,0.33577436,0.12059832,-0.30529663,0.03701196,-0.34623045,-0.34025913,-0.21800472,-0.30568686,0.124432266,0.18358125,-0.21724722,-0.05496299,0.094715916,-0.21765403,0.0064723794,0.0100188125,-0.1869092,-0.11761847,-0.06556217,0.3668555,-0.2866681,-0.31770697,-0.14137538,0.25940886,2.0836313,-0.39667514,1.2563968,2.2285619,-0.24672462,-0.34313732,0.07347532,-0.25425524,-0.18794452,-0.14544569,0.37784377,-0.32963708,-0.22886431,0.27229863,-0.16798641,0.0993557,-0.35619873,-0.3024065,-0.3340406,-0.40212613,-0.33588418,0.07103721,-0.3369551,-0.21331997,-0.3054297,0.22681236,-0.30043387,-0.19174495,-0.3756534,-0.032525532,0.14730638,-0.15776715,-0.042587727,-0.3448769,-0.43312407,-0.33132198,-0.31209546,-0.3879337,-0.06354198,-0.24302737,-0.13056624
As,0.6152796,0.11386983,-0.39246547,0.5422614,-0.0017586092,-0.10543211,0.23398225,-0.07667322,-0.15081827,-0.3560015,1.1345474,-0.2816886,-0.24580753,-0.29998037,-0.18367541,-0.29434845,-0.2899645,-0.28262496,-0.36288604,-0.3441633,-0.3503292,0.04997122,-0.16663758,-0.31926683,-0.3681802,-0.16250955,-0.12077541,1.5746675,0.06635946,0.013793804,0.021483798,-0.27445236,-0.262409,-0.23166704,-0.35039586,-0.2509063,-0.23568729,0.5086694,-0.20030676,-0.22500262,0.75039923,-0.1727647,-0.3248318,-0.09392376,-0.058135785,-0.29445922,-0.033034157,-0.31861946,0.64260226,0.6796719,0.13891041,-0.41329116,-0.27133882,-0.027421802,-0.22793202,-0.30148566,0.2075164,4.5937047,-0.40621468,-0.343321,-0.027435265,-0.2569009,-0.124229,2.474039,0.25934413,-0.30124542,0.16675907,0.29778776,-0.36158758,-0.33610466,-0.35756183,-0.33165836,-0.05880671,-0.28940162,-0.28042057,-0.20044228,0.44457,-0.18272613,-0.22394875,-0.1949752,-0.28196263,-0.052393693,0.92816466,-0.20635545,-0.30755082,-0.26294458,-0.118578374,0.34397557,-0.3809955,2.7650833,5.4630156,-0.17008214,-0.058822457,0.0151746655,-0.2599687,-0.06258604,-0.23430327,1.6980989,-0.39464524,-0.37768215,-0.36022687,-0.27026856,0.96702814,-0.404756,-0.08474076,-0.33967528,-0.35091886,-0.33130538,0.44085753,-0.34706256,-0.315094,-0.09717089,0.7179709,-0.08350062,0.09216294,-0.24203984,-0.10550155,-0.20147969,-0.19998476,0.24141382,-0.31045833,-0.18570736,-0.34266958,-0.40458542,-0.24410181,-0.2981065,-0.3160792,-0.22763562
Se,-0.2696534,-0.25103354,-0.29925478,-0.15922545,0.327425,-0.16993776,-0.37840003,-0.26888224,0.09363472,0.20618618,0.97311074,-0.33577967,-0.15846536,-0.25565857,-0.3960705,-0.31667885,-0.13482507,-0.41040608,-0.3038553,-0.29007202,-0.36473337,-0.23542862,-0.37126774,-0.27209082,-0.28568214,-0.16623229,0.65812117,0.3994826,-0.10276724,-0.048646044,-0.19400546,-0.021936594,-0.1079227,-0.15131003,-0.07631042,-0.276124,0.011427217,0.018224524,0.10341284,-0.17777856,0.47801575,-0.20602569,-0.3402662,-0.35523668,-0.13497609,-0.29682305,-0.24105291,-0.27963465,1.0054733,-0.22587296,-0.07002811,-0.3638899,0.025987668,-0.17473023,-0.11519955,-0.40914243,-0.2657542,1.6662589,-0.2493438,-0.37806925,-0.27937168,-0.28018686,-0.10040654,0.3467887,0.34558427,0.036443967,-0.027048338,0.52158487,-0.25279155,-0.33477315,-0.37728906,-0.20651026,0.2625981,-0.26743865,-0.24101678,-0.252344,-0.35896507,-0.08160807,-0.0034263313,-0.11693024,-0.116370894,0.10677368,-0.3425861,-0.095772624,-0.32596847,-0.36836565,-0.23832998,-0.29904047,-0.4139449,-0.19721496,3.763531,-0.18927604,0.12597491,-0.37935284,-0.1753013,-0.12754981,-0.071574226,-0.16397543,-0.33780965,-0.24913055,-0.22073779,-0.36790678,-0.06735146,-0.17895915,0.15347001,-0.25491393,-0.3175996,-0.39738205,0.46490496,-0.2724327,-0.25463313,-0.012083086,0.23524185,-0.2048643,-0.29780105,-0.28444764,-0.07934407,-0.28252015,-0.37253246,-0.15038659,-0.14851187,-0.16499098,0.49117696,-0.3697526,-0.30331117,-0.15931611,-0.20203838,-0.34632775
Br,-0.1620072,0.10559841,-0.19212519,-0.2652722,0.27148283,-0.14328605,-0.42132312,-0.10731788,-0.017208641,0.42554387,0.36997208,-0.1500102,0.1616325,-0.22822267,-0.3637862,-0.29083267,-0.13263962,-0.22188483,-0.22679399,-0.34024137,-0.41877744,-0.3975178,-0.34281963,-0.14513567,-0.36308575,-0.38424593,1.3846644,0.91613024,-0.29538354,-0.28665715,-0.27248806,-0.23845632,-0.11740044,-0.22668457,-0.13911188,-0.42172077,-0.13658907,-0.34874675,-0.11787588,-0.29901525,0.4922792,-0.386581,-0.3600567,-0.26717335,-0.035244588,-0.060204025,-0.17622107,-0.3284704,0.14320317,-0.16231416,-0.24581856,-0.26678777,0.02332323,-0.32472607,0.3164258,-0.43341005,-0.38172325,1.1878737,-0.2693079,-0.39247078,-0.3912424,-0.25870326,-0.32518014,1.5165098,0.44395348,-0.23978831,-0.18212478,0.66683704,-0.28104758,-0.3982744,-0.39430544,-0.15939397,0.17504252,-0.43175882,-0.44400942,-0.4239156,-0.43138194,-0.15252766,-0.016089473,-0.1850898,-0.075944304,-0.2518655,-0.41067547,-0.24355406,-0.36905903,-0.44809586,-0.15217684,-0.09126775,-0.4308223,-0.12385471,3.7540748,-0.10004514,-0.21088968,-0.35769603,-0.10612411,-0.20568585,-0.31942913,-0.37084767,-0.34409004,-0.2913262,-0.14283997,-0.29668817,0.5472053,-0.3674123,0.27709043,-0.16299134,-0.31894875,-0.44435033,-0.21458314,-0.204175,-0.021516154,-0.07377228,-0.21283248,-0.32274586,-0.2707521,-0.17012753,-0.42257628,-0.34382743,-0.42242953,-0.451047,-0.34435737,-0.22269723,0.21212193,-0.31464052,-0.35593405,-0.2759674,-0.18713385,-0.39772606
Kr,-0.011475322,2.9871128,-0.0013409328,8.713836,-0.08171385,1.8671198,-8.650825e-05,-0.4651811,-0.0010436329,-0.052635327,11.151165,0.06164966,-0.0057876487,-0.013534315,7.225185,-0.017101,-0.13799505,-0.0063365824,-0.0006388752,-0.00047795544,-0.020472422,-0.15725707,-0.23485036,-0.002283803,-0.088633865,-0.13393234,-3.1997854e-05,11.52028,5.465227,-0.16934113,2.920757,-0.071050085,-0.079283714,-0.00019568753,-0.017447721,-0.4620752,-0.21429266,-0.26629162,2.7572515,-0.38325647,-0.42615083,-0.1934181,-0.0772415,29.527273,-0.3348715,-0.35723463,-0.00042587492,-0.45338038,-0.33726314,-0.22966534,-0.016831094,-0.13296841,-0.37459353,-0.008537321,-0.05172463,-0.20178153,21.274277,20.846476,-0.0051322603,-4.950741e-05,-0.008142122,-0.19435602,-0.16304724,37.820236,0.71361834,-0.0012989521,-0.03369816,-0.023730377,-0.01960307,-0.038222674,-0.023875898,-0.021194592,-0.005381379,-0.34586453,-0.13994001,-0.0034035323,11.659683,-0.3815501,-0.0027811092,-0.08464833,-0.00063144194,-0.45487955,26.482416,-0.0017566998,-0.43090203,-0.027169948,-0.04099837,-0.29879114,-0.017033704,41.432766,21.624914,-0.07490179,-0.03051615,-0.034696028,-0.18133996,1.6575998,-8.654218e-05,13.390571,-0.0035995655,-0.021103943,-0.00774823,-0.32647255,12.437488,-0.35341838,-0.00064780493,-0.014455221,-0.4022586,-0.0482347,-0.00333477,-0.46578762,-0.088298164,-0.45097432,-0.00028641595,27.976187,7.171837,-0.13917665,0.9289756,-0.020840839,-0.116839565,-0.45613602,-0.42365947,-0.02794768,-3.4021053e-11,-0.122731395,-0.003781855,-0.0046871076,-0.00034959754,-0.07037104
Rb,0.34217092,-0.41525692,-0.30231014,0.39521775,0.5281977,-0.027035408,-0.23657611,-0.3550838,-0.17814405,-0.19581394,-0.42480132,0.62159777,-0.25017977,0.24009791,0.6592172,0.4749852,-0.31617248,-0.24632359,-0.318534,0.2484356,-0.2154955,-0.0032760943,-0.23009552,-0.12897198,-0.3939043,-0.3708437,0.3260659,2.7494488,0.10525341,-0.20546351,-0.40991986,-0.3540967,0.076089695,-0.21035272,-0.23954551,-0.18901782,0.22745538,-0.053166293,-0.434823,-0.20369823,-0.35039648,-0.3018636,-0.11310313,1.5669276,-0.34140366,-0.35212076,-0.05517436,0.044574484,2.0522046,4.1080065,0.5047,-0.35060206,-0.36996964,0.30586094,-0.3637391,-0.29850483,1.2715112,1.5528805,-0.24683072,0.3922558,-0.1280527,-0.37647587,-0.38821658,-0.4132382,-0.06563987,-0.35193887,-0.33739302,-0.2311617,-0.11076894,-0.13693365,-0.41520658,-0.27404177,-0.43130758,-0.3031901,-0.38110268,-0.28350452,1.0227144,0.107018255,-0.25135738,-0.16926582,-0.33848736,-0.38776073,3.329275,-0.3257034,-0.045774158,-0.31393248,-0.015993202,0.35674623,0.40631393,0.40283692,-0.106215544,-0.15544726,0.23122258,0.69322884,-0.0049760207,-0.28007877,0.043994024,1.2332318,-0.40635163,0.065701,0.40408134,-0.14312333,-0.29426414,-0.305612,-0.18050253,0.25507244,-0.12319819,0.021340232,0.37104058,0.25794744,-0.34255388,0.24235229,2.4274795,-0.23583256,-0.3196215,0.23925237,-0.31264576,2.682823,-0.40062675,-0.3466329,-0.27487856,-0.24714182,0.24117836,-0.008818061,-0.23666266,-0.045827556,-0.22748235,-0.33988085
Sr,-0.20222872,-0.28580168,-0.24535306,0.45993128,0.8389066,-0.19445452,-0.35492888,-0.24385232,-0.29052654,-0.2237808,-0.26279208,-0.0097404625,1.7927593,-0.28931597,0.46222872,-0.2971733,-0.27774152,-0.25929853,-0.31863678,0.25582233,-0.2667171,-0.2863055,-0.2731503,-0.3552297,-0.34129316,-0.28234512,4.357731,0.7621173,-0.05567617,-0.11662206,-0.33081532,-0.41190705,-0.29322717,1.682217,-0.26756373,-0.30376878,-0.07157943,0.38544548,-0.38606995,-0.4112656,-0.30224812,-0.35143998,-0.304257,0.6337689,-0.42317766,-0.37465143,-0.39543933,-0.27370965,0.74366796,3.9399567,0.103787854,-0.3184793,-0.4108769,-0.12562937,-0.18765879,-0.28689373,1.207591,1.0070404,-0.39333615,-0.06536029,-0.121923916,-0.32095978,-0.20023625,-0.3988168,-0.38289082,-0.040239036,-0.2538995,0.025456846,-0.3005185,-0.19583902,-0.4106134,-0.22683062,-0.36607146,-0.18003601,-0.37917352,-0.31937551,1.1134213,-0.21560562,-0.27435997,-0.054294262,-0.33497375,-0.36559203,2.3354518,-0.38076782,0.085727856,-0.30512848,0.18387023,4.181889,-0.341782,0.5055825,-0.17593226,-0.29930452,-0.35032943,0.14040473,-0.01830744,-0.4144816,0.118128575,1.4869902,-0.3897048,-0.0132989865,-0.02076092,-0.21958107,-0.3284943,-0.30761164,0.75663006,0.003627869,-0.29093394,-0.32010663,-0.18816935,-0.29487586,-0.41529188,-0.11799097,0.6788747,-0.18569621,-0.31157124,-0.14249887,-0.10882907,1.035467,-0.19503891,-0.38390002,-0.23341054,-0.17766759,1.1330539,-0.11629496,-0.24527143,-0.05665995,-0.2579514,-0.21067972
Y,-0.33065206,-0.18369558,-0.25165647,0.18846059,1.1985465,-0.33477795,-0.13467675,-0.25948796,-0.38506803,-0.32045296,-0.09218496,-0.27690578,4.9879246,-0.3367547,-0.24880524,-0.31367388,-0.39974576,-0.15226747,-0.26774848,0.29472324,-0.3369881,-0.19361393,-0.11067716,-0.25237635,-0.3512084,-0.30143225,10.4520035,-0.0017826232,-0.063701205,-0.1527278,-0.29912376,-0.27996853,-0.30632007,4.846014,-0.20124179,-0.33490247,-0.32169047,0.27143162,-0.31800961,-0.43103394,-0.14482526,-0.3223161,-0.3481031,0.7801776,-0.36935493,-0.30813405,-0.3530048,-0.25887638,0.073592134,3.5306468,0.028076485,-0.32351565,-0.3950643,-0.25158313,-0.28736866,-0.10589059,0.6099331,0.23402101,-0.31031227,-0.25643963,-0.04004223,-0.31374666,-0.29136404,-0.3341342,-0.33392042,0.094497494,-0.18283796,0.0054509016,-0.35310555,-0.25904214,-0.41246265,-0.28932962,-0.31342775,-0.16603255,-0.31016022,-0.28967768,0.6627311,-0.3293244,-0.3646371,0.35747126,-0.37363455,-0.29468456,1.1326218,-0.36997184,-0.23082875,-0.24135146,0.3105465,11.1824875,-0.28023386,1.5002146,-0.1766269,-0.28146636,-0.28969765,-0.06255793,-0.24534184,-0.4113883,0.07732953,1.3518617,-0.2820379,-0.09485608,-0.1873547,-0.27480656,-0.28203645,-0.33337182,3.32559,-0.3089291,-0.21300614,-0.40338513,-0.19471605,-0.3584168,-0.32098535,-0.27959493,0.12029815,-0.26057044,-0.11498885,-0.24506138,-0.047057465,0.29825786,-0.12250342,-0.26653984,-0.26608157,-0.23228152,1.9519137,-0.3435438,0.30865675,-0.18667522,-0.27840272,-0.038518094
Zr,-0.376147,-0.25299916,-0.30738512,-0.060994353,0.545649,-0.34272853,0.007986893,-0.18425637,-0.38133878,-0.25715342,0.1327429,-0.30966678,5.262553,-0.33690688,-0.30050972,-0.21832156,-0.40372968,-0.2652058,-0.2775635,-0.09076238,-0.32042447,-0.16472337,0.045682997,-0.25564793,-0.3202739,-0.2940394,12.742187,-0.13711157,-0.3661356,-0.13923569,-0.351947,-0.19222687,-0.23675705,5.9963264,-0.34591517,-0.35083774,-0.340145,0.19435327,-0.23380709,-0.30328298,0.0831161,-0.34026322,-0.41647184,0.6137356,-0.36401412,-0.3222108,-0.36739781,-0.26941803,-0.11920367,2.185872,0.01350695,-0.33413813,-0.3925906,-0.36899853,-0.3774406,-0.2046673,0.8638476,0.21317346,-0.29203543,-0.20803939,0.048791014,-0.30818346,-0.28510815,-0.3203334,-0.22234042,-0.27164796,-0.24249513,0.7114948,-0.36339372,-0.20147586,-0.35765624,-0.32081988,-0.2896858,-0.23954423,-0.28120887,-0.34136382,0.30497184,-0.35147625,-0.3557519,1.1404103,-0.30226755,-0.33200732,0.66598076,-0.31735748,-0.15377314,-0.1666272,0.413355,15.482621,0.085612744,1.1819174,-0.2166703,-0.2983466,-0.15314883,-0.19865957,-0.33390763,-0.37407303,-0.2819919,0.76384157,-0.2544801,-0.0882738,-0.12621495,-0.27291894,-0.19462956,-0.29806808,3.8651652,-0.3477037,-0.15262645,-0.37825486,-0.17339973,-0.34441254,-0.32106173,-0.34115744,0.06766524,0.050190836,0.10295831,-0.16521154,0.8022078,0.18731791,-0.19405687,-0.33308926,-0.33745512,-0.14349109,2.9065828,-0.20453742,0.050614636,-0.32190672,-0.16802385,-0.22419429
Nb,-0.17164032,-0.09169686,-0.37523988,0.33986047,0.3837308,-0.079188965,0.14275008,-0.07071667,-0.37818792,-0.30656686,0.20514885,-0.29859683,1.2016765,-0.39749575,-0.24826586,-0.32936886,-0.41618574,-0.26203698,-0.31765363,-0.1340679,-0.3263825,-0.26411527,-0.28554976,-0.33254012,-0.37878382,-0.32641926,8.493823,-0.22487779,-0.2781872,-0.28364855,-0.34214032,-0.22898431,-0.36597088,3.2003167,-0.13862416,-0.40555725,-0.32044676,0.15095599,-0.34507015,-0.3657975,0.848018,-0.37547117,-0.34791294,0.5505467,-0.2533988,-0.3098646,-0.38448712,-0.25314584,-0.21126105,2.929068,-0.13399757,-0.21729118,-0.34879693,-0.32602346,-0.37599498,-0.25705472,1.8765577,1.0101044,-0.1448854,-0.25433704,0.03182175,-0.3822509,-0.21223149,-0.088467196,-0.003726829,-0.36651832,-0.29314804,1.613518,-0.0288484,-0.23732494,-0.41324532,-0.36437234,-0.13808352,-0.039265785,-0.20918791,-0.3332196,0.16963051,-0.3940569,-0.42584658,1.2105805,-0.21721599,-0.38230893,1.511112,-0.36230248,-0.28084955,-0.22885093,0.60548705,7.751695,0.24021067,1.0769689,-0.22706077,-0.30562088,0.10605352,0.17115825,-0.3526868,-0.40370014,-0.27274355,0.27557743,-0.34934613,0.19170572,-0.106656455,-0.23760399,0.2285579,0.011905595,1.5933384,-0.28947446,-0.2562925,-0.38243142,-0.17776515,-0.3451699,-0.26969665,-0.20197792,0.44863316,1.019233,0.53589046,-0.24199277,0.72302014,0.0021987772,-0.27232295,-0.3038878,-0.35986966,-0.24591385,1.657748,-0.017923716,-0.35452938,-0.3273134,-0.12938817,-0.29782262
Mo,-0.3080671,0.4195591,-0.35831437,0.9755212,-0.16742381,-0.12804386,1.3498296,-0.24974869,-0.22711755,-0.25624347,2.3719656,-0.27111763,1.7626632,-0.31750888,-0.30041033,-0.24879733,-0.36759338,-0.23337202,-0.15857607,-0.1898044,-0.20967235,0.07458878,-0.36605173,-0.2744785,-0.34844434,-0.24282773,-0.34583625,1.6040337,-0.29710293,0.637345,-0.29744306,-0.27797166,-0.36912772,0.4820015,-0.3291384,-0.0515193,-0.421625,0.24723251,-0.31013873,-0.3054185,-0.21609415,-0.25081283,-0.3142558,5.107011,-0.19434536,-0.13542558,-0.22988832,0.62193584,0.2992854,1.8748679,-0.121621944,-0.31777424,0.08866599,-0.1310993,-0.293212,-0.32734585,5.5095043,7.4268007,-0.2853228,-0.09246958,-0.32716078,-0.25366208,-0.1286598,11.705957,0.81691474,-0.27993804,-0.32365486,4.130916,-0.21261436,-0.28603533,-0.41397756,-0.25228673,-0.39183918,-0.23200236,-0.15311831,-0.11011256,2.7862995,-0.37810728,-0.18418485,1.2761056,-0.05648011,-0.17637733,3.802154,-0.2418199,-0.30229682,-0.32584935,1.1321378,0.07380225,-0.15943033,7.5495505,11.151688,-0.38731492,-0.23418881,-0.30760932,-0.3429537,-0.29604903,-0.18760714,-0.27450404,-0.2221513,-0.3464244,-0.13892438,0.4466604,1.118683,-0.30184337,3.352828,-0.39570516,-0.39114588,-0.15526149,-0.29627928,-0.22322614,-0.30756712,-0.4002391,0.8934434,11.119674,1.9397168,-0.3450256,0.04963922,-0.27532676,-0.20605125,-0.24580392,-0.28738183,-0.36954403,-0.052955486,-0.28697386,-0.06490283,-0.32077554,-0.087479934,0.1397659
