element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
H,-0.005848463,0.15454155,-0.04460148,0.009057864,0.12785867,0.06998429,0.032213382,-0.05087797,0.15936944,-0.14640024,0.056552384,0.011705792,-0.039530955,-0.039642073,-0.021120094,0.02669795,-0.085492894,-0.14958343,0.03754817,0.14731105,0.012472806,0.03703507,0.0001484015,0.18251643,-0.06677872,-0.15263885,0.022983802,0.05538164,-0.06452354,0.023672884,0.12165994,0.08103796,-0.09170407,0.05841486,-0.114302054,0.04252199,0.06370195,0.03868533,0.13340849,0.14847918,0.106396265,0.092323035,-0.043206688,-0.017968891,-0.14984477,-0.30773997,0.07526613,0.2106615,0.15664983,0.029512374,-0.06581711,0.07826956,-0.061237082,0.018466532,0.0916469,-0.014205178,0.90329564,-0.020102555,-0.49083716,0.27116835,-0.010666558,0.05148078,-0.015296454,-0.43425688,-0.04721184,0.049996153,1.2968018,0.019437859,-0.011122729,-0.11547036,-0.033293404,0.0046156514,-0.121804155,0.011548298,-0.114957295,-0.046869516,-0.115346745,-0.006795558,0.04632287,0.019363485,-0.072518334,0.07848833,-0.616072,-0.104843415,-0.027526153,0.038212348,0.10809669,0.070108764,0.15472294,-0.08024316,-0.09481669,1.2133081,-0.13067561,-0.12058212,-0.026220117,-0.01454535,0.16611755,-0.005105614,0.115163095,-0.10738071,-0.02977059,0.026546666,0.13104275,0.08345269,0.12365112,-0.028323852,-0.044749483,-0.037618726,0.1297471,-0.06208367,0.047958102,0.040191416,-0.0914487,-0.1494034,-0.03099868,0.09438354,0.039364442,-0.047116164,-0.059693906,0.010270129,-0.0633963,-0.13400461,-0.0038650602,-0.05331438,-0.06291071,-0.11859999,-0.10089956,0.025747424,-0.04380239,0.021872446,0.10142688,0.028420944,0.046096236,-0.03802362,0.14024758,-0.081956275,0.09088603,-0.042630985,-0.029847592,-4.56867,-0.043427818,0.118613824,0.07105146,-0.035567172,-0.01727386,-0.044849683,1.8089082,-0.062244575,-0.06423783,0.07845406,-0.0257838,0.09728363,0.0341438,-0.07496424,0.02228054,-0.06060447,0.16155897,0.06478122,-0.061787777,-0.009184641,-0.02223675,-0.013149349,-0.08319077,-0.031913653,0.051443722,0.08747625,0.13408212,0.07694981,-0.024117235,0.048315704,-0.01692477,0.040403053,0.059254307,0.011700312,0.17624058,0.024208067,-0.0060425694,-0.05352439,0.02812002,-0.101142146,0.097207814,0.09911365,-0.07911438,-1.174271,0.043547153,0.013961386,0.059737705,-0.047188524,0.02567218,-0.074072376,-0.07848492,-0.048754025,0.0043478506,-0.09255034,0.09614929,0.13498129,0.0022117079,0.04964136,-0.14601168,-0.1569041,-1.179557,0.048278145,-0.018000312,-0.013198699,0.11161735,-0.07179987,-0.06549949,0.044139292,0.13989048,0.89095855,0.016609175,0.079121225,-0.040760957,-0.0009598357,0.064106405,-0.05064154,0.00850821,0.15687919,-0.099593386,0.042782366,0.13127744,-0.050044585,-0.03650118,-0.12555884,-0.1565125,-0.15789303,0.0042799204,-0.063918024,-1.1635104,-0.0739675,-0.046820324,0.028073411,0.09226342,0.019079782,-0.10747062,-0.057517074,-0.00068595045,0.12424316,0.025162652,0.008025422,0.04092859,-0.013007011,0.13637777,-0.039586052,-0.15618993,-0.036521025,0.017693032,0.028962538,-0.038859267,0.014966866,-0.084134884,1.0083402,-0.15454637,-0.03948347,-0.04745604,-0.012987638
He,0.079138264,0.197949,-0.29422385,0.09530992,0.32133868,-0.527434,0.10879708,-0.095424294,0.14645387,-0.07304446,-0.29580224,0.3641169,-0.3964337,0.12836713,0.02093764,-0.052530613,0.03480334,-0.011056282,-0.004895402,0.5865395,-0.49815992,-0.337482,-0.008933876,-0.64000845,0.0074631944,0.041125648,-0.10986971,-0.18791436,-0.24981603,0.39800718,0.032499757,-0.44973147,0.14893585,0.07544657,-0.3595454,0.018000416,0.1550972,-0.136729,0.50944376,0.081595235,0.002723951,-0.34352565,0.12515077,0.6308081,0.0075548813,0.21761246,0.045291994,0.06026832,-0.16930455,0.2165488,-0.24429047,-0.15739062,0.109770566,-0.1542277,-0.29592368,0.26930434,3.0450556,-0.15415832,-1.8233153,0.39473906,-0.28880337,0.17339398,-0.08424309,-1.8339399,0.40040162,-0.0331437,2.824924,0.42568296,0.07416944,0.13954577,0.1927577,0.3856418,-0.28007096,0.49079496,0.31933618,0.2664876,-0.8224586,0.13952246,-0.36132976,0.5692968,-0.3579053,0.26351243,-0.31387895,0.3566167,0.14664693,0.37697908,-0.15642253,-0.26479828,0.023804236,-0.21338007,0.4282,1.8765476,-0.1009641,0.045260057,-0.38461864,0.5229863,-0.41218692,0.19376454,0.071448766,-0.48949015,-0.41543072,-0.135732,0.092671126,0.016010365,0.17228773,0.102508985,0.23278533,0.17869428,-0.36729518,0.29983854,0.32564014,0.13338022,0.33307105,0.20515338,0.42944908,0.2429386,0.39149648,0.5761869,-0.5534898,-0.26552525,-0.08031376,-0.20780325,0.58165383,-0.23739353,-0.36206684,-0.41714442,-0.58858657,0.2836538,-0.003799744,-0.16718554,0.39444286,-0.39598364,-0.2668262,-0.6200837,0.5301862,-0.29071507,-0.103523836,0.07325148,0.5942788,-10.405924,0.01591134,-0.42821896,-0.1007236,0.26503634,0.4082206,0.10983907,3.9877677,0.27747193,-0.21061392,0.16758116,0.08875594,-0.08587392,0.097710796,0.33511347,0.22351187,-0.37167728,0.384291,0.4567141,-0.17523035,-0.09216581,0.057443306,0.015570641,0.68090916,0.13368973,0.39747208,-0.0925418,-0.49133396,0.22506282,0.09004019,-0.2935015,0.4254111,0.11729798,0.06130468,-0.02444905,-0.022426844,0.19567248,-0.8930683,0.07466853,0.37350494,0.08051815,-0.22210318,-0.06298108,0.65138674,-3.9943092,-0.44390363,0.9080844,0.20999627,-0.24697302,0.4599228,-0.16821012,0.23487492,-0.15166038,0.07109944,-0.09746322,0.0726259,-0.16953851,-0.13123442,0.2556564,0.19027036,0.26387906,-2.6200488,-0.26881117,-0.18022747,-0.24737865,0.26593256,0.03932628,-0.4114112,0.7186884,0.15622008,2.1600537,-0.11826278,-0.28070486,0.029704604,-0.16813223,0.28561372,-0.16049355,0.38551772,-0.1669713,0.33662003,0.28644687,-0.4885528,-0.077182576,-0.78996855,-0.27514777,-0.11818574,0.14779195,0.22294916,-0.35471743,-1.1425972,-0.048987906,-0.077144094,0.5856869,0.13982163,0.30938783,0.27041477,0.16258278,-0.04665394,-0.39822143,0.4438101,-0.057072774,-0.017082322,-0.42569304,0.106824465,-0.29128337,-0.35480955,0.46747863,0.005218342,-0.7179048,-0.31567025,0.17203227,-0.17432928,3.5907574,0.21491241,0.41591942,0.79746723,-0.40879726
Li,0.21611406,0.035083953,-0.09408058,0.044296574,0.030169385,-0.03497105,0.034581956,-0.28034404,0.03444711,-0.029489424,-0.029308965,0.06384501,-0.019272188,-0.1953632,-0.012394145,-0.02632342,-0.14015473,-0.16988125,-0.19232105,0.100730404,0.3692072,-0.009024305,0.05184658,-0.058482673,0.18643059,0.005996524,-0.23850381,0.018264418,0.09883037,-0.022729572,0.074131064,-0.055139463,-0.034574404,0.071511686,0.029778237,0.039981462,-0.020187683,0.034729872,-0.0039546345,0.14055374,0.13750339,0.066675745,-0.0011435552,0.1311472,-0.042257987,-0.42300957,0.050641455,0.12740092,0.044427887,-0.20581374,0.11511836,0.08226573,-0.0518509,-0.087944195,0.02897168,0.014739683,0.75472254,0.06459226,-0.748759,0.095958576,-0.09581404,-0.15316486,0.015127213,-1.3456963,-0.15498358,0.16080882,0.5784894,0.15496694,-0.00011606911,-0.050926033,-0.023202486,-0.13497004,-0.20675285,-0.033819225,0.051667757,0.017961377,0.072822094,0.08549218,0.11322451,-0.033416215,-0.0037022205,0.1798617,-1.2300173,-0.16223742,0.056975733,0.103229925,0.08609496,-0.027096953,0.05124028,-0.10470894,-0.012153358,0.9672854,0.255612,-0.3241968,-0.005790395,0.047900576,-0.09787418,-0.06393284,0.21190858,-0.03427075,-0.026449865,0.05957092,0.052288778,-0.012533318,0.027100058,-0.14147955,0.052952968,0.035757996,-0.059533812,-0.21249057,0.06701094,0.0064446246,0.09153527,0.14167841,0.16234447,-0.075079866,-0.048047412,0.018180268,0.14847198,-0.0459272,0.046266157,-0.08620791,-0.03828455,-0.030546287,-0.025589928,-0.1459596,0.072762474,-0.0547559,0.0777512,-0.23303549,0.13902979,-0.021911679,-0.084412605,-0.05383551,0.2244984,0.007822834,0.20003398,-0.18554221,0.13599487,-3.7580087,0.07660297,0.13288336,-0.17347518,0.061236054,-0.15094888,0.148877,0.78578675,0.08702754,-0.13958347,0.0038392243,-0.074796125,0.09888253,0.10171675,-0.01717182,0.086992726,0.10352344,0.09726526,-0.014736375,0.15176648,0.058099173,-0.039999414,0.19063987,-0.043340817,0.08323788,-0.14816128,-0.047198925,-0.0494369,0.100137055,-0.0034861257,-0.080502756,-0.119479224,0.08721834,-0.004532408,0.008310512,-0.08241102,0.15145612,-0.20361179,0.16468476,0.072858304,0.07280436,0.0020126868,-0.042035982,0.08464298,-1.0112102,0.16559654,-0.22066715,0.049267586,-0.03828343,0.06595983,0.025684733,0.00024363224,-0.06984054,-0.09151885,-0.04901479,-0.023207378,-0.14657408,-0.022168536,0.06480721,-0.101197116,0.1458426,0.45547944,0.16368742,0.09776179,0.08737179,-0.12487204,-0.31653646,0.051961813,-0.18260519,-0.050206196,0.26543304,-0.268028,0.036005773,-0.03200052,-0.0074458946,-0.025064083,0.26040074,0.04439863,0.013466034,-0.04449179,-0.05092076,0.520661,0.14861915,-0.01578159,-0.21463563,0.018235194,-0.17771834,0.0027392518,-0.0049919593,-0.38202965,-0.0990689,-0.048651695,-0.010004145,0.018618679,-0.15505017,0.001959633,-0.09399628,0.0047550807,-0.09568817,-0.035819348,-0.016471695,-0.07540929,-0.15875314,-0.25781903,-0.114554465,-0.3359035,0.18179218,0.36361033,0.14152497,0.029209625,-0.045220118,-0.16150099,0.9020332,0.14774819,0.090040125,0.21061577,0.048570465
Be,0.007055693,-0.012274863,-0.10976221,-0.07904832,0.03260067,-0.0072124014,0.047626935,-0.04553152,-0.054965556,0.015929805,0.09382065,-0.10789689,0.069492914,-0.08262232,0.063421786,0.052556805,-0.018426402,-0.13932703,0.09050849,0.2568012,-0.2696576,0.049435094,-0.10308403,0.012288799,0.049533144,0.048929222,-0.20101736,-0.008819918,0.14133881,0.08498389,0.014370165,-0.059845164,-0.1533756,0.24930711,0.12898311,0.0977275,0.10447258,0.040893752,-0.049669668,-0.15863138,0.017340934,-0.20897198,0.033346333,0.0845043,0.06740329,-0.15015349,0.0023702364,0.05494275,-0.0629107,-0.081505194,-0.031305525,-0.1757661,-0.020115076,0.013541729,0.05977491,-0.030288659,-0.31050852,0.10447438,-0.80192864,0.21115822,-0.10732546,0.06133792,-0.12884222,-0.6043869,-0.2390997,0.062159434,-0.86872685,0.1651698,-0.37924755,-0.13749577,0.25236386,-0.05384974,-0.1729335,-0.008327309,-0.011687264,0.16976425,0.09780511,0.10246386,0.092056796,-0.027105855,-0.14261363,0.07064219,-1.752143,-0.08162257,0.014921583,0.09308077,-0.19968854,0.018940913,-0.10223178,0.05384654,-0.03584248,1.2130766,0.038117178,-0.08394277,0.06727977,0.07105574,0.09037545,-0.10597145,-0.0625351,-0.043015454,-0.09924809,0.0864281,0.18171716,-0.26802355,-0.12938519,-0.07236466,0.06693723,-0.011639129,-0.20910423,-0.1864389,0.017798869,-0.041509666,-0.13479348,0.23097779,-0.06869402,-0.007098203,-0.03130018,0.022663215,0.026273737,-0.057241358,0.18136784,0.055143267,-0.12929177,0.16012529,-0.06082104,0.010821906,-0.09175697,0.024874974,0.15466587,-0.01478602,-0.019403048,-0.06990302,-0.069221765,-0.038765967,0.106371075,-0.1666951,-0.014510868,0.07391871,-0.02104886,-0.43512177,0.106404215,0.018447014,0.023084091,0.1198641,-0.03199172,-0.026398905,-0.024180613,0.068568505,-0.00018998707,0.05065702,-0.021574842,-0.2537112,0.23580848,-0.02010121,0.0807762,0.006548342,0.069609135,-0.014060538,-0.004514426,0.05003223,-0.016625537,-0.038257428,-0.060194805,0.051011313,0.04346817,-0.19494577,-0.06027717,-0.016786065,-0.09606644,-0.21995097,0.22913173,-0.11848107,-0.039220326,-0.033883974,0.09446644,-0.14467216,0.091952786,0.0113754105,0.028499158,-0.029117491,0.19592957,0.038025964,-0.092960864,-0.0803617,0.1694169,-0.08882489,0.09145768,0.031290293,0.068105415,-0.089730404,0.015685411,0.08496899,0.1301915,0.20790833,0.03825108,0.055661798,0.10487808,0.035093524,-0.1324256,0.0919664,0.35069796,-0.0154533535,-0.07385531,0.16665737,-0.22525705,-0.03211159,0.07640706,-0.12874094,0.0062088347,-0.33148158,-0.14564833,0.23947603,-0.2171103,-0.051844813,0.08138361,0.17027815,0.1398371,0.06797763,-0.07464812,0.033806764,1.3257848,0.063056685,-0.076324046,-0.10100748,-0.15448794,0.048559714,-0.013126651,0.073238514,-0.57567316,0.021126838,-0.11640594,-0.029292732,0.013215373,-0.17827666,0.07089803,-0.07374828,-0.23966512,-0.11153702,-0.030031249,-0.04564379,-0.192335,-0.27360126,0.0036402494,-0.22946113,-0.1758733,0.20417498,0.2076686,0.17101867,0.012121863,-0.03566174,0.060816567,0.53964037,0.06757686,0.06992077,0.053138632,0.05751849
B,-0.27392963,0.12409602,-0.06330734,-0.069918804,-0.10722521,0.078138106,0.1698486,-0.029852377,0.12112076,-0.2620621,0.0066226874,0.053503353,0.1702555,-0.23414601,-0.003046551,-0.09450893,0.16284882,-0.0017100964,-0.06823168,0.21369132,-0.8495597,0.08671451,-0.32205045,0.30595765,-0.038480405,-0.035259333,0.011102233,0.049304333,0.22396389,0.10933919,0.1917354,-0.096097976,-0.013849503,0.2515752,-0.020650994,0.0015746113,0.16486523,-0.12595119,0.05850777,-0.21518773,0.026561687,-0.053317532,0.030107308,-0.21309227,0.04060669,-0.38339046,0.07964498,-0.05020923,0.38354963,-0.18415023,0.054760154,-0.0507298,-0.120248266,-0.17626029,-0.28956005,-0.27673364,-2.0125716,0.08310851,0.39096087,0.24354166,0.11612794,0.12188734,-0.25669295,0.27387637,-0.27826026,0.06860551,-2.9756286,0.20903498,-0.2305044,0.061858144,0.17199652,0.06770249,-0.21941602,0.14902677,0.014716521,-0.017361253,0.14044353,0.15718645,-0.16478966,0.109923646,0.017862985,-0.13939728,-1.2131232,-0.16067775,-0.09647539,0.02404364,-0.076286174,0.10821155,-0.2006304,0.21365541,-0.05164155,0.28994393,-0.061840884,0.081836596,0.13519216,0.073804624,0.17638022,0.28718925,-0.13392727,0.0015582988,0.047324754,0.19090284,0.13826784,-0.38606426,0.3308394,0.25160846,-0.18527268,-0.033492103,0.00807549,-0.3588593,0.08382804,-0.054990865,0.08318874,0.14164063,0.1553248,0.04707063,-0.07889121,-0.059911326,-0.0055271904,0.066404834,0.053517733,-0.009857364,-0.007192586,-0.0704434,-0.02889243,0.11026328,-0.09572326,0.039892703,0.004533349,0.09290549,-0.22082543,-0.1379496,-0.06402889,-0.20840558,0.05656954,-0.2398539,0.021754464,-0.03644233,0.056664355,5.1815596,0.08040199,-0.07009776,0.17486979,0.012254787,0.049466074,0.18407285,-2.264819,0.065201566,-0.11669343,0.25914815,-0.18077073,-0.007653592,0.017843105,-0.014870335,0.12873513,-0.22665069,-0.10696876,0.17469025,0.028008148,-0.008941713,-0.036974967,-0.31942123,-0.14884296,0.056368824,-0.16146962,0.07076016,-0.006190098,-0.12944323,-0.0688686,0.027703937,-0.06889828,-0.13190424,-0.014971069,-0.009243722,0.00202881,0.0150524005,0.14580692,-0.06683549,0.1670129,-0.14507096,0.07543226,0.26953113,-0.2628149,1.6306145,0.112909265,-0.05252711,0.124328285,-0.096296504,-0.17456912,0.1326089,-0.16316366,0.0054831565,0.32233882,0.34792155,-0.08621621,0.030364148,-0.048120674,-0.033242896,-0.046916388,-0.013269382,1.4955842,-0.0064070383,-0.15208462,0.08880192,0.10366104,0.04980381,0.25451314,-0.03707031,0.22118454,-1.4649595,-0.19469556,0.13296668,-0.040660456,0.026142215,0.06347703,0.025923712,0.11466163,0.044128276,-0.16453092,-0.108009495,1.2948331,0.26205796,0.019819507,-0.04062046,-0.30459768,0.20033434,0.11849709,0.03748211,-0.2318616,0.024696967,-0.042040758,0.16314313,0.043587267,-0.16690058,-0.08786501,0.14578485,-0.039458252,-0.1977686,-0.02690939,0.043852966,-0.06714459,-0.20521073,-0.12959802,-0.01434707,-0.1437802,0.043709997,0.2672793,0.026437717,0.028154196,0.25912154,-0.20067422,-1.6024729,-0.09211919,0.15543364,-0.08097364,0.12954447
C,-0.12104716,0.067765824,0.1115945,-0.10222545,-0.027737824,0.042544823,0.10983458,-0.022449555,-0.097969115,-0.19482292,-0.064193696,0.04874961,0.068513505,0.0679139,-0.04448075,0.09572356,0.0026924955,0.2108305,0.047707126,-0.046819128,-1.2881948,0.011892129,-0.12583435,0.04983427,-0.21537201,0.08722551,0.11948685,-0.04561819,-0.16680552,0.10893117,0.20467229,0.015122658,-0.19167896,0.12242343,-0.1360405,-0.20008795,0.21918482,0.10124891,-0.015789997,0.34648582,0.099540636,0.044772767,0.08143583,-0.09861292,-0.29568112,-0.34063813,0.19968389,-0.039842714,0.301989,-0.38920283,0.052148245,-0.009321567,-0.009739901,0.13590822,-0.04770645,-0.25402316,-2.0243666,0.14868258,1.2523279,0.25953835,0.33173627,0.06294685,0.0048631374,0.75101036,-0.3439439,-0.14531188,-3.3250883,0.003638606,-0.17831534,-0.013982731,-0.0061909785,0.21302196,-0.121065006,-0.09597189,-0.0893804,-0.14385238,0.043942157,0.12714113,-0.26951462,0.16969196,0.097417146,-0.12880938,-0.9831429,0.12968965,0.03300128,0.12094092,-0.16096504,0.013635004,0.04569582,0.13162747,0.089275524,0.33354762,-0.20022912,-0.054016426,0.008519796,-0.05945275,0.17658643,0.040412627,0.11369352,-0.06229855,-0.12447489,0.26234552,0.0307412,-0.29174626,0.2068604,0.18902859,-0.040600583,-0.22115572,0.13404627,0.19095756,0.1144777,0.07570518,0.00967508,0.10895029,0.041213978,-0.08145601,-0.05356182,-0.05079818,-0.048470605,0.097578295,0.0013191256,0.00074749306,-0.0063264556,-0.05832097,-0.10055217,0.054653052,-0.24585485,0.09905127,0.070026465,0.090725765,-0.039781768,-0.13408785,-0.026393859,-0.2512002,0.06372758,-0.17349136,0.020503456,0.08622549,0.06938122,5.98934,-0.023570241,-0.07835075,-0.010612583,0.16185023,0.065565,-0.23291297,-2.8980427,0.0082520135,0.019621795,0.07135208,-0.024416303,0.14888102,0.1521648,0.076712,0.20128214,-0.14437374,-0.011007475,0.08731656,0.15731205,0.08408885,-0.07463412,-0.34013176,-0.095680915,0.20273572,-0.23276553,-0.21266109,0.025225475,-0.030889321,0.16629106,-0.020782521,-0.21854256,-0.08193312,0.020897603,-0.06620725,-0.0043372135,-0.049016632,0.016343424,-0.23693494,0.2141563,-0.020283902,0.03886611,0.024496637,-0.15419161,1.9600254,0.13182697,-0.022381078,0.0691445,-0.07742968,-0.08806743,0.026017122,-0.08757387,0.041506156,0.25980148,0.1285609,-0.07093834,0.056185916,-0.12868267,0.08694181,-0.060486507,-0.010897203,1.4502351,0.07591202,-0.32809937,0.18611532,0.101384096,0.14468168,-0.012686714,-0.0381446,0.08252729,-2.091965,-0.18858135,-0.05898706,-0.00782328,0.1419463,-0.03522467,-0.016498812,-0.04984658,0.053961325,-0.08621768,-0.19511603,1.0473602,0.06342225,0.07581425,0.0038757315,-0.29385278,0.26882687,0.010939087,-0.056516167,-0.20703624,0.0307324,0.03165072,0.1568713,0.021451872,0.10279588,-0.08296906,0.22754109,0.11179867,-0.09739991,0.04291295,0.1421172,-0.010911355,-0.032555915,-0.17582023,0.28628924,-0.15719074,0.19754423,0.08561475,-0.107947275,0.042685702,0.21621522,0.0043073893,-2.1309211,-0.10338763,-0.042145647,-0.07861326,0.0036723036
N,-0.15587676,-0.068056606,0.14586978,-0.1542876,0.058558896,-0.06032642,0.086710155,-0.037532117,-0.21705317,-0.07785259,0.107436866,0.00047685203,-0.095884524,-0.012457132,0.13251631,0.022219935,0.008574445,0.08477485,0.051353358,-0.1696176,-0.27003482,0.09009074,-0.08664785,0.04222594,-0.18080653,-0.05269238,0.1292932,0.060773775,0.10924814,0.37954035,0.06162927,-0.03672754,-0.037360646,0.08904518,-0.030434478,0.11220263,0.18232985,0.11760431,-0.21747886,0.14720549,-0.27565798,0.02801954,0.1953796,-0.10876614,-0.07076747,-0.06562787,0.001535786,-0.07951851,0.14925247,-0.032792356,-0.02689076,0.008904798,0.1321823,-0.026605114,-0.12019107,-0.041660674,-0.85607857,0.14939256,-0.019172516,0.21891133,0.23725882,0.124951266,-0.15263999,0.6076528,-0.31845966,-0.15738921,-1.9026135,-0.1629899,-0.07328291,-0.1275412,-0.078675225,0.04061204,-0.12801406,-0.05061126,-0.32160833,-0.06249017,0.06686303,0.12290267,-0.16465533,0.16735703,-0.096360765,-0.13759539,-1.4208012,-0.03877384,0.05856426,0.12390223,-0.18126631,0.021059658,-0.18273908,-0.018884374,-0.024710627,0.55077183,-0.096351884,0.11023979,0.071729764,0.11471419,0.035037637,0.110275075,0.15421368,-0.08169223,-0.07445458,0.04552582,-0.03480696,-0.208166,0.037469484,0.024672704,0.3336807,-0.22808358,-0.065836735,0.052392956,-0.025948444,0.025068607,0.08504307,-0.028034354,0.11763641,-0.026644515,-0.008506073,0.07437143,0.012140615,0.20330316,0.013827432,0.030193169,-0.16001815,0.047087435,-0.13059616,0.070002496,-0.171008,-0.26381648,0.057309456,0.21015291,-0.29763222,0.13294055,0.033046633,0.03263127,-0.01403992,-0.06369719,-0.13504715,-0.094173804,-0.079389945,2.0153491,-0.052128248,0.012696156,0.019146532,0.13920377,-0.063728645,0.12944306,-0.9709741,0.045581702,0.17124835,0.127214,-0.10425572,0.06657699,-0.020491302,0.03498485,0.13785802,-0.141482,0.18094395,-0.08291238,0.08970945,0.09409434,-0.06435777,-0.069478035,0.08855214,0.012239544,-0.07318537,-0.116444565,0.08437187,0.04433146,0.07504933,0.05710559,-0.0974723,-0.059327666,0.098627895,-0.054134563,0.082945354,-0.12946469,-0.09545547,0.077031024,0.061700087,0.09156598,-0.25452137,0.03943461,-0.20455827,0.95470166,-0.13070315,0.18790685,-0.011128388,0.061596505,-0.14784695,-0.20382501,-0.12525892,-0.084622554,0.09341572,0.07614652,0.076464705,0.09426903,-0.16639923,-0.09736251,0.00019163359,0.034027837,0.2865064,-0.112532474,-0.11746063,0.008799395,0.06901421,0.008607411,0.10006704,-0.010143776,-0.04917714,-0.9243863,0.31082785,0.13971242,0.11033734,0.021105124,-0.046032332,-0.10231765,0.07913839,0.054816257,0.033834152,0.03469276,0.75482213,-0.08342766,0.028447933,-0.05911705,-0.021084005,0.054998964,-0.010996084,-0.0179907,-0.18785451,0.027781224,-0.10010564,0.113758,-0.1643525,-0.0732224,-0.10647135,-0.0707267,0.14128366,0.092193335,-0.07169453,0.02857761,0.045471296,0.07093393,-0.06489855,0.14005673,0.4819223,-0.10213304,-0.24115223,0.113319024,-0.04915516,0.062479336,0.054748803,-0.2805523,-0.19544329,-0.14332691,-0.00476139,0.10469226
O,-0.061844133,0.00596121,0.088761516,-0.09951303,0.046083115,0.0065179784,0.024713453,-0.007078243,-0.018923827,0.039868124,0.12816939,-0.06523885,-0.012510167,0.070391476,0.062906116,-0.048806872,0.045917492,0.004786752,0.030124458,-0.057611797,0.011915911,0.013213507,0.04329768,-0.08911538,-0.00431028,-0.09092586,0.10461696,-0.0616441,0.032566402,-0.02068649,0.06855885,-0.08052485,0.01606918,0.12185832,-0.016020747,0.08197422,0.055479333,-0.0063118245,0.08530852,0.031140253,-0.12875481,-0.083849266,-0.01735157,-0.03413749,-0.043202206,0.051591888,-0.030908888,-0.121996045,0.044771444,0.16992125,-0.023847556,-0.02495347,0.116710655,0.0799836,-0.074665345,0.03139521,-0.93220526,-0.03869227,0.6191659,0.07821326,-0.004910113,0.12860225,-0.14402054,0.37313476,-0.22207066,-0.02704177,-1.9507538,-0.080896705,0.018417744,0.077796265,-0.040040217,-0.040737875,-0.020126395,0.0427744,0.034077983,-0.054508038,-0.05781458,0.04820377,-0.094588295,0.1475728,-0.014527431,-0.04593329,-0.97286993,0.022908006,-0.02321664,0.038849987,0.023891803,0.010078812,-0.018974109,0.022832407,-0.040519968,0.54184353,-0.034530014,0.11907533,0.080178194,0.055375397,0.08479513,0.09942963,0.009733838,-0.042711295,-0.10982523,0.0028049622,-0.03790521,0.10588859,0.03703022,0.013931971,-0.074508734,-0.048552964,-0.017944628,0.119004935,-0.11154696,-0.05383731,-0.027742067,0.05596322,0.096535645,-0.029066375,0.035290092,0.033559393,0.0035685604,0.02972404,-0.13987598,-0.04462502,0.0121523235,-0.00765435,-0.08179244,0.008074884,-0.015055076,-0.026082823,-0.0061183777,0.001924682,-0.12829646,-0.02762883,0.036654357,-0.0017909284,-0.06985521,-0.05636864,-0.09308185,-0.09481419,-0.005260214,2.527796,-0.011235515,0.053049017,0.012924284,0.08256435,0.012504491,0.029272018,-0.8779278,-0.011540608,0.06936246,-0.07540898,-0.010146861,-0.0018449142,0.032854848,-0.050302137,-0.0018273501,-0.061273664,-0.057979476,-0.003279502,-0.029949097,0.014998611,0.04884515,-0.103096046,0.005570399,-0.11646477,-0.017158093,-0.0721262,-0.0010125402,0.009603133,-0.053256236,0.098943226,-0.039449308,0.0065084607,-0.042855497,-0.020289922,-0.043910958,-0.031714737,0.079081304,-0.05087875,0.11147867,0.043016702,-0.0072179525,0.026322896,-0.092260316,0.693757,0.00875023,0.08994268,-0.12946075,0.014683024,-0.063016884,-0.02377905,0.025653517,-0.03713259,-0.011831723,-0.05760227,0.079558805,-0.04678251,-0.019343203,0.0063419086,-0.0036119807,-0.008517729,0.33970264,-0.03232936,-0.08345954,-0.052079238,0.021712076,0.18452032,0.07858412,-0.01793702,0.08405123,-0.8117908,0.13898526,0.1621148,0.10411898,0.021921124,0.0770777,-0.07072638,-0.039754443,0.07791625,0.024328029,0.043332648,0.42296436,-0.022370124,-0.010051179,-0.06616704,-0.027207458,0.10509525,0.13446622,-0.05457048,-0.48225126,0.0027882103,-0.008850284,-0.079527,-0.09682744,-0.0067213266,-0.031877298,-0.017326087,0.07058937,0.03169019,0.051148877,0.051374372,0.055854153,0.037112243,-0.025360836,0.10883987,0.10150349,-0.08662258,0.08084087,-0.05762013,0.026438022,-0.03649506,0.09901432,-0.7937038,-0.092250146,-0.04488277,0.051187336,0.04876109
